user_id,trigger_at,is_sent
9201,2026-11-11 03:00:00,FALSE
8317,2026-08-15 00:30:00,FALSE
7450,2027-08-04 11:45:00,FALSE
5676,2027-01-23 06:45:00,FALSE
7351,2026-09-21 22:00:00,FALSE
8570,2027-04-01 18:45:00,FALSE
7372,2025-02-05 14:30:00,TRUE
2069,2026-07-27 21:15:00,FALSE
1454,2025-03-19 07:15:00,TRUE
935,2025-04-22 19:15:00,TRUE
4930,2026-08-08 23:30:00,FALSE
4052,2026-10-22 10:00:00,FALSE
6176,2027-05-26 16:30:00,FALSE
7848,2026-12-08 20:15:00,FALSE
10002,2026-07-25 21:15:00,FALSE
2661,2026-05-28 02:30:00,FALSE
4038,2026-01-16 07:00:00,TRUE
8696,2026-03-06 22:00:00,TRUE
3056,2027-03-08 13:15:00,FALSE
7607,2026-09-06 23:00:00,FALSE
3383,2025-12-28 06:00:00,TRUE
5918,2026-09-19 19:15:00,FALSE
9277,2026-08-22 17:15:00,FALSE
1146,2026-02-24 18:00:00,TRUE
7226,2025-10-04 17:00:00,TRUE
5205,2025-03-18 20:30:00,TRUE
374,2025-04-30 23:00:00,TRUE
1762,2027-06-11 15:00:00,FALSE
3663,2027-08-31 02:00:00,FALSE
4376,2027-08-20 03:30:00,FALSE
6138,2027-12-27 22:30:00,FALSE
8832,2026-10-06 04:30:00,FALSE
8959,2025-08-10 07:30:00,TRUE
9026,2025-08-19 19:30:00,TRUE
7210,2027-07-21 11:00:00,FALSE
2214,2026-01-19 14:45:00,TRUE
7036,2026-07-28 15:45:00,FALSE
936,2027-09-15 15:45:00,FALSE
7523,2027-03-09 14:00:00,FALSE
6736,2027-01-31 03:15:00,FALSE
7108,2027-06-26 19:45:00,FALSE
1041,2025-11-04 18:45:00,TRUE
1886,2027-02-04 11:45:00,FALSE
5823,2027-10-24 17:30:00,FALSE
9552,2027-06-13 04:00:00,FALSE
88,2027-11-21 03:30:00,FALSE
6507,2027-08-26 01:15:00,FALSE
8638,2026-12-08 12:00:00,FALSE
7556,2025-06-19 02:00:00,TRUE
8658,2027-06-10 04:15:00,FALSE
4303,2025-10-28 06:00:00,TRUE
7011,2026-12-07 11:45:00,FALSE
5460,2025-08-29 01:45:00,TRUE
1299,2027-12-14 16:15:00,FALSE
3292,2027-07-09 13:15:00,FALSE
2265,2026-09-30 08:30:00,FALSE
333,2026-06-28 03:15:00,FALSE
5456,2026-10-26 22:00:00,FALSE
7345,2027-11-25 01:00:00,FALSE
3846,2026-09-24 23:00:00,FALSE
3679,2026-07-12 14:00:00,FALSE
6548,2025-12-20 03:15:00,TRUE
9843,2027-12-08 04:15:00,FALSE
3013,2027-11-28 03:00:00,FALSE
8303,2026-09-28 07:30:00,FALSE
6749,2026-04-15 00:30:00,TRUE
6191,2025-05-25 21:30:00,TRUE
8614,2026-08-09 02:30:00,FALSE
8851,2025-04-28 05:45:00,TRUE
3109,2027-02-17 23:00:00,FALSE
2627,2026-08-23 10:15:00,FALSE
7062,2025-10-21 07:30:00,TRUE
7393,2025-08-12 12:00:00,TRUE
308,2025-01-08 10:45:00,TRUE
9908,2026-03-11 09:30:00,TRUE
6829,2026-05-21 18:45:00,FALSE
9478,2025-03-21 02:45:00,TRUE
5710,2025-09-05 14:30:00,TRUE
1429,2025-08-28 00:00:00,TRUE
2664,2027-12-25 01:00:00,FALSE
5095,2025-05-31 14:45:00,TRUE
1088,2027-11-27 22:00:00,FALSE
9699,2026-12-03 02:15:00,FALSE
6436,2026-09-20 09:15:00,FALSE
2130,2025-04-30 02:00:00,TRUE
1739,2026-03-19 01:00:00,TRUE
1525,2026-11-13 14:00:00,FALSE
1210,2026-08-10 20:00:00,FALSE
9223,2027-10-25 08:15:00,FALSE
3125,2027-01-11 05:45:00,FALSE
6464,2026-05-24 15:30:00,FALSE
7036,2027-08-23 21:30:00,FALSE
213,2026-02-05 01:45:00,TRUE
2007,2027-01-23 18:30:00,FALSE
8284,2026-11-21 06:30:00,FALSE
5479,2025-05-17 14:30:00,TRUE
8988,2026-08-13 12:45:00,FALSE
9633,2027-12-18 16:45:00,FALSE
6440,2026-01-05 18:45:00,TRUE
4035,2025-07-15 17:00:00,TRUE
4109,2026-11-27 11:45:00,FALSE
3342,2026-01-26 06:15:00,TRUE
3884,2025-10-02 13:30:00,TRUE
916,2026-12-21 14:45:00,FALSE
7235,2025-09-17 06:00:00,TRUE
746,2027-07-15 01:15:00,FALSE
6061,2027-05-10 19:00:00,FALSE
3681,2026-07-12 07:45:00,FALSE
2897,2026-09-28 21:15:00,FALSE
5721,2025-05-25 03:15:00,TRUE
7724,2025-04-21 07:45:00,TRUE
6201,2027-05-16 04:30:00,FALSE
6837,2026-04-23 06:45:00,TRUE
8319,2025-06-14 10:15:00,TRUE
9384,2025-06-23 14:45:00,TRUE
4965,2025-04-03 08:30:00,TRUE
4841,2025-05-12 05:45:00,TRUE
4824,2027-09-29 07:45:00,FALSE
5357,2025-02-26 09:15:00,TRUE
5435,2026-09-13 01:45:00,FALSE
4864,2026-03-12 22:00:00,TRUE
4713,2026-02-02 00:00:00,TRUE
9411,2026-04-28 02:15:00,TRUE
5500,2027-12-11 22:00:00,FALSE
7200,2027-01-08 02:15:00,FALSE
959,2026-12-06 02:45:00,FALSE
5262,2025-09-20 20:30:00,TRUE
3551,2026-02-05 05:45:00,TRUE
5788,2027-11-01 05:45:00,FALSE
6776,2027-11-27 10:00:00,FALSE
2438,2025-04-26 06:00:00,TRUE
7002,2025-04-04 01:00:00,TRUE
7608,2027-08-27 13:45:00,FALSE
6378,2027-04-10 13:15:00,FALSE
7541,2025-08-01 16:15:00,TRUE
18,2027-09-18 21:45:00,FALSE
3150,2025-09-26 10:45:00,TRUE
5700,2025-06-05 03:15:00,TRUE
4942,2027-06-13 16:30:00,FALSE
212,2025-01-08 19:15:00,TRUE
4675,2026-05-16 20:45:00,FALSE
994,2027-12-04 13:15:00,FALSE
6016,2027-09-19 00:15:00,FALSE
9146,2025-01-22 04:15:00,TRUE
6881,2025-07-01 23:30:00,TRUE
7434,2026-01-18 23:15:00,TRUE
5067,2025-04-18 20:30:00,TRUE
3429,2027-03-05 15:00:00,FALSE
7909,2026-02-04 05:30:00,TRUE
3856,2026-06-28 14:45:00,FALSE
9148,2025-07-27 08:30:00,TRUE
4239,2025-08-06 11:15:00,TRUE
7679,2026-09-25 03:30:00,FALSE
7373,2025-02-28 04:30:00,TRUE
3928,2026-07-11 06:15:00,FALSE
2841,2025-06-16 00:30:00,TRUE
7346,2025-12-02 09:30:00,TRUE
9550,2027-12-04 12:00:00,FALSE
6433,2027-11-27 15:00:00,FALSE
2887,2026-03-07 19:30:00,TRUE
5440,2027-08-07 07:30:00,FALSE
1742,2026-11-06 00:15:00,FALSE
6588,2025-10-26 05:15:00,TRUE
3691,2026-10-21 04:00:00,FALSE
1614,2026-07-02 11:30:00,FALSE
4893,2025-09-19 12:15:00,TRUE
8316,2027-05-11 01:30:00,FALSE
1718,2025-08-19 05:00:00,TRUE
5341,2026-05-01 17:15:00,TRUE
4143,2027-07-26 08:45:00,FALSE
2836,2026-12-10 17:15:00,FALSE
412,2025-04-11 00:45:00,TRUE
4325,2025-07-27 01:15:00,TRUE
7967,2025-04-03 16:00:00,TRUE
3707,2026-11-27 01:15:00,FALSE
4923,2025-05-30 00:00:00,TRUE
8637,2026-06-07 00:45:00,FALSE
1465,2027-08-14 15:15:00,FALSE
5351,2027-02-03 20:30:00,FALSE
6223,2027-02-08 11:45:00,FALSE
6144,2026-04-26 13:15:00,TRUE
2302,2026-02-08 17:00:00,TRUE
5348,2027-08-02 06:45:00,FALSE
7497,2026-03-27 14:00:00,TRUE
7844,2027-02-16 23:45:00,FALSE
9954,2027-07-04 21:00:00,FALSE
3998,2025-07-15 00:15:00,TRUE
6824,2026-04-08 09:45:00,TRUE
9549,2025-06-19 15:15:00,TRUE
2109,2027-07-18 17:00:00,FALSE
8329,2025-09-24 14:30:00,TRUE
7638,2027-11-26 16:00:00,FALSE
949,2025-09-08 03:00:00,TRUE
2662,2026-08-15 17:30:00,FALSE
8920,2025-12-19 19:45:00,TRUE
2030,2027-06-28 23:15:00,FALSE
6736,2026-12-04 14:15:00,FALSE
4415,2025-02-10 03:15:00,TRUE
6833,2025-03-23 18:15:00,TRUE
7466,2026-03-05 11:15:00,TRUE
1296,2026-08-31 18:30:00,FALSE
1911,2026-02-20 23:45:00,TRUE
5454,2026-06-15 06:30:00,FALSE
3691,2027-04-08 05:00:00,FALSE
7721,2026-07-26 22:45:00,FALSE
8938,2026-06-04 05:15:00,FALSE
4922,2026-07-09 13:00:00,FALSE
6489,2026-09-15 09:15:00,FALSE
6779,2027-10-10 07:00:00,FALSE
8468,2026-11-10 14:15:00,FALSE
8371,2026-02-05 14:15:00,TRUE
9980,2026-05-30 06:00:00,FALSE
8651,2026-05-29 21:30:00,FALSE
779,2027-12-12 10:45:00,FALSE
7163,2026-01-23 14:45:00,TRUE
3063,2025-02-02 17:15:00,TRUE
3834,2025-01-06 04:45:00,TRUE
5956,2026-03-18 14:00:00,TRUE
6603,2026-07-30 04:15:00,FALSE
7597,2027-09-06 04:45:00,FALSE
9540,2027-05-23 18:30:00,FALSE
691,2027-11-01 15:45:00,FALSE
4862,2026-10-29 01:45:00,FALSE
3468,2025-06-02 18:45:00,TRUE
8100,2025-10-16 10:15:00,TRUE
1247,2026-07-05 23:30:00,FALSE
5061,2025-02-26 22:30:00,TRUE
8134,2026-12-13 15:30:00,FALSE
125,2026-03-30 07:45:00,TRUE
2065,2025-10-18 08:15:00,TRUE
3117,2027-02-05 17:45:00,FALSE
4201,2027-10-14 21:30:00,FALSE
4689,2026-08-13 19:00:00,FALSE
2354,2025-06-01 18:00:00,TRUE
3204,2026-01-17 07:00:00,TRUE
2557,2026-12-03 11:00:00,FALSE
2133,2025-11-03 22:30:00,TRUE
1376,2026-01-02 22:30:00,TRUE
4239,2025-10-21 20:30:00,TRUE
3112,2026-06-30 02:15:00,FALSE
5360,2025-07-11 08:00:00,TRUE
8587,2025-04-11 16:00:00,TRUE
9096,2025-03-02 12:00:00,TRUE
4589,2026-06-01 06:15:00,FALSE
3708,2026-08-09 22:45:00,FALSE
6735,2027-09-27 22:15:00,FALSE
3125,2027-11-02 22:15:00,FALSE
9977,2026-01-02 14:30:00,TRUE
5131,2026-07-01 05:00:00,FALSE
2677,2027-03-23 02:45:00,FALSE
5922,2026-05-08 07:30:00,TRUE
2689,2026-04-27 15:45:00,TRUE
9823,2025-10-16 11:45:00,TRUE
3344,2026-03-07 19:15:00,TRUE
5921,2026-12-14 23:00:00,FALSE
7533,2026-02-10 18:15:00,TRUE
9096,2026-01-19 13:45:00,TRUE
6969,2027-11-10 22:30:00,FALSE
4100,2027-08-20 12:00:00,FALSE
5222,2026-05-11 10:00:00,TRUE
2028,2027-01-01 21:15:00,FALSE
1620,2026-01-11 22:15:00,TRUE
291,2025-03-14 08:30:00,TRUE
4262,2027-06-18 20:45:00,FALSE
5554,2025-07-11 20:30:00,TRUE
5120,2026-11-06 10:30:00,FALSE
8682,2025-12-06 17:00:00,TRUE
9962,2025-05-23 07:15:00,TRUE
6696,2026-02-19 05:30:00,TRUE
3592,2025-05-06 08:00:00,TRUE
7590,2026-11-08 10:00:00,FALSE
2125,2025-05-04 18:15:00,TRUE
2227,2025-06-14 12:30:00,TRUE
2868,2026-12-15 22:45:00,FALSE
7145,2027-08-18 18:30:00,FALSE
3360,2025-01-31 03:45:00,TRUE
1803,2026-09-14 22:30:00,FALSE
5914,2027-03-30 20:45:00,FALSE
5870,2026-02-12 18:45:00,TRUE
3817,2027-09-06 16:45:00,FALSE
5350,2027-12-15 00:30:00,FALSE
7815,2026-04-07 19:45:00,TRUE
7788,2027-01-15 09:00:00,FALSE
4465,2027-07-24 05:45:00,FALSE
3437,2025-03-01 15:00:00,TRUE
538,2025-02-27 17:00:00,TRUE
4575,2027-03-31 02:45:00,FALSE
7374,2027-08-28 04:45:00,FALSE
936,2027-09-06 05:45:00,FALSE
6970,2027-12-12 21:00:00,FALSE
1479,2027-04-28 00:30:00,FALSE
1295,2027-07-16 13:00:00,FALSE
1262,2026-12-11 23:00:00,FALSE
5554,2026-11-14 13:45:00,FALSE
3479,2025-04-05 20:00:00,TRUE
6701,2027-05-24 23:00:00,FALSE
1658,2027-12-09 17:30:00,FALSE
4146,2025-11-11 09:45:00,TRUE
6809,2025-06-08 11:00:00,TRUE
2365,2025-03-10 03:45:00,TRUE
1757,2025-03-09 07:15:00,TRUE
4811,2026-08-15 20:15:00,FALSE
8871,2026-06-02 12:30:00,FALSE
4899,2027-10-27 16:45:00,FALSE
8542,2026-04-28 06:45:00,TRUE
1697,2026-11-12 15:15:00,FALSE
4297,2025-04-08 05:30:00,TRUE
1467,2025-02-18 20:15:00,TRUE
4725,2026-03-15 16:30:00,TRUE
1638,2027-06-21 16:30:00,FALSE
8842,2027-04-15 22:30:00,FALSE
6694,2027-11-23 08:00:00,FALSE
6014,2027-04-24 06:30:00,FALSE
8449,2025-10-27 12:45:00,TRUE
164,2025-06-04 09:30:00,TRUE
8291,2026-05-01 09:15:00,TRUE
2901,2025-08-29 20:30:00,TRUE
75,2025-07-13 23:45:00,TRUE
2259,2027-05-09 14:45:00,FALSE
7177,2025-05-09 07:00:00,TRUE
9243,2025-03-23 11:00:00,TRUE
4713,2026-12-09 19:00:00,FALSE
1095,2026-03-16 04:30:00,TRUE
1437,2025-03-09 10:00:00,TRUE
8023,2026-08-26 05:00:00,FALSE
7522,2025-06-21 01:45:00,TRUE
3929,2026-09-12 08:45:00,FALSE
3334,2026-09-22 18:15:00,FALSE
5924,2027-03-29 11:30:00,FALSE
7492,2027-06-12 10:30:00,FALSE
900,2025-09-11 12:15:00,TRUE
7795,2025-11-24 15:45:00,TRUE
6279,2026-05-06 13:45:00,TRUE
9598,2027-11-28 03:30:00,FALSE
9486,2026-06-27 18:45:00,FALSE
6001,2025-03-03 22:00:00,TRUE
5965,2026-01-02 15:00:00,TRUE
5398,2025-11-04 14:00:00,TRUE
3638,2025-06-08 01:45:00,TRUE
2342,2027-06-02 02:45:00,FALSE
5205,2026-08-17 02:00:00,FALSE
5251,2026-09-16 18:15:00,FALSE
4260,2027-10-07 18:45:00,FALSE
5830,2027-01-15 11:45:00,FALSE
1013,2026-05-10 20:00:00,TRUE
4118,2025-12-05 11:45:00,TRUE
1720,2027-04-16 05:00:00,FALSE
3591,2025-11-05 06:15:00,TRUE
4000,2026-01-19 20:15:00,TRUE
8947,2027-03-07 11:00:00,FALSE
358,2027-08-17 19:00:00,FALSE
2258,2025-03-15 22:00:00,TRUE
1353,2026-11-24 00:30:00,FALSE
3962,2025-11-22 21:00:00,TRUE
3459,2025-08-29 10:15:00,TRUE
7226,2025-12-28 22:00:00,TRUE
5443,2025-12-02 07:45:00,TRUE
4665,2025-09-13 10:00:00,TRUE
3890,2026-06-27 15:45:00,FALSE
548,2025-11-24 04:00:00,TRUE
4275,2025-09-23 02:15:00,TRUE
5769,2026-01-06 21:30:00,TRUE
6088,2025-05-06 21:45:00,TRUE
594,2025-11-30 05:45:00,TRUE
6151,2026-02-11 23:00:00,TRUE
4839,2027-02-10 02:30:00,FALSE
2912,2027-04-27 05:30:00,FALSE
762,2027-12-26 11:15:00,FALSE
7462,2026-03-24 14:00:00,TRUE
341,2025-09-03 20:00:00,TRUE
2837,2026-02-20 03:00:00,TRUE
7378,2027-02-05 11:45:00,FALSE
2769,2025-06-26 17:45:00,TRUE
9365,2025-04-20 14:15:00,TRUE
875,2025-05-16 16:00:00,TRUE
246,2027-11-21 01:45:00,FALSE
3970,2026-02-17 15:00:00,TRUE
7553,2027-08-29 19:15:00,FALSE
4358,2025-06-12 23:45:00,TRUE
5713,2026-09-12 07:30:00,FALSE
9818,2025-08-18 03:45:00,TRUE
9887,2027-10-06 23:30:00,FALSE
7818,2026-03-04 19:15:00,TRUE
9207,2027-03-03 09:00:00,FALSE
8497,2026-05-02 06:00:00,TRUE
134,2026-01-22 19:15:00,TRUE
8868,2025-07-17 08:45:00,TRUE
7623,2025-04-14 09:15:00,TRUE
3724,2026-10-19 13:15:00,FALSE
1541,2026-11-09 13:45:00,FALSE
8029,2025-09-02 14:00:00,TRUE
1817,2025-09-19 05:15:00,TRUE
3174,2027-02-07 23:30:00,FALSE
1904,2026-08-30 08:00:00,FALSE
5906,2025-01-13 07:15:00,TRUE
7745,2027-06-17 02:00:00,FALSE
4924,2027-03-13 10:15:00,FALSE
8204,2026-07-19 09:00:00,FALSE
4419,2027-04-02 21:45:00,FALSE
4514,2027-03-02 20:30:00,FALSE
5865,2025-12-28 09:15:00,TRUE
4239,2026-12-24 23:00:00,FALSE
4958,2025-03-14 11:15:00,TRUE
3109,2026-12-08 04:45:00,FALSE
2917,2027-08-02 21:00:00,FALSE
1837,2026-06-19 08:45:00,FALSE
900,2027-11-21 10:00:00,FALSE
8825,2025-01-20 08:15:00,TRUE
2072,2025-10-15 18:45:00,TRUE
9702,2025-02-14 10:45:00,TRUE
8355,2026-03-18 20:00:00,TRUE
5264,2026-04-11 05:00:00,TRUE
1689,2027-09-30 19:15:00,FALSE
7235,2025-12-07 09:15:00,TRUE
6898,2026-08-05 23:30:00,FALSE
8757,2025-04-07 23:00:00,TRUE
4324,2027-12-23 20:45:00,FALSE
9619,2026-11-12 17:30:00,FALSE
776,2027-06-25 16:00:00,FALSE
1912,2027-02-17 00:30:00,FALSE
6625,2026-08-12 09:00:00,FALSE
193,2025-10-04 10:45:00,TRUE
4495,2026-02-27 09:45:00,TRUE
1341,2026-07-29 17:15:00,FALSE
3422,2027-07-06 18:00:00,FALSE
6308,2026-10-13 11:00:00,FALSE
6758,2026-09-20 16:30:00,FALSE
5508,2027-05-25 14:30:00,FALSE
8893,2026-02-01 07:15:00,TRUE
8445,2027-08-22 01:15:00,FALSE
5100,2026-07-18 15:00:00,FALSE
5148,2027-03-04 10:15:00,FALSE
1182,2025-02-24 06:30:00,TRUE
3853,2025-06-30 07:45:00,TRUE
7643,2027-08-13 07:45:00,FALSE
5208,2025-11-23 04:15:00,TRUE
7104,2026-12-28 18:30:00,FALSE
6804,2025-05-10 13:15:00,TRUE
1415,2026-10-16 01:15:00,FALSE
7548,2027-06-01 01:00:00,FALSE
7273,2025-07-22 10:00:00,TRUE
1324,2027-02-22 10:30:00,FALSE
8814,2025-01-28 08:45:00,TRUE
7937,2025-05-16 05:45:00,TRUE
4681,2025-07-06 09:45:00,TRUE
3484,2027-09-18 06:15:00,FALSE
3902,2025-11-25 18:15:00,TRUE
1756,2027-08-25 08:45:00,FALSE
4646,2025-08-16 17:15:00,TRUE
6963,2027-05-30 10:00:00,FALSE
884,2025-10-10 02:45:00,TRUE
7671,2025-04-29 13:45:00,TRUE
8314,2027-03-11 00:00:00,FALSE
7178,2027-11-15 19:45:00,FALSE
429,2025-08-28 03:15:00,TRUE
5242,2026-02-15 17:30:00,TRUE
985,2025-09-21 00:15:00,TRUE
1953,2026-04-29 09:45:00,TRUE
7963,2027-10-12 15:00:00,FALSE
9441,2026-04-23 11:15:00,TRUE
2217,2026-02-10 17:45:00,TRUE
6585,2027-12-26 03:15:00,FALSE
2485,2025-01-22 22:30:00,TRUE
5187,2025-06-27 01:45:00,TRUE
2064,2025-01-05 18:00:00,TRUE
1423,2026-09-15 23:15:00,FALSE
2603,2027-08-09 13:00:00,FALSE
2282,2027-07-27 21:00:00,FALSE
2676,2027-08-27 16:30:00,FALSE
4836,2027-03-26 08:30:00,FALSE
4253,2027-02-01 11:15:00,FALSE
982,2027-09-17 13:15:00,FALSE
8533,2027-09-09 19:15:00,FALSE
8726,2027-05-09 10:00:00,FALSE
995,2025-10-31 11:00:00,TRUE
4316,2026-10-16 02:00:00,FALSE
479,2027-01-23 04:00:00,FALSE
9266,2025-06-14 12:00:00,TRUE
8024,2027-04-12 04:00:00,FALSE
4142,2026-05-28 04:15:00,FALSE
2722,2026-07-14 01:15:00,FALSE
4504,2027-03-05 08:00:00,FALSE
2198,2025-03-31 11:30:00,TRUE
7087,2026-05-05 04:45:00,TRUE
2719,2027-11-14 11:45:00,FALSE
3318,2027-04-17 07:45:00,FALSE
1486,2027-11-30 05:45:00,FALSE
1704,2027-05-10 21:15:00,FALSE
8100,2027-08-22 16:45:00,FALSE
1931,2027-03-12 12:15:00,FALSE
8201,2027-08-27 22:15:00,FALSE
7494,2025-09-12 16:45:00,TRUE
7143,2026-06-08 07:45:00,FALSE
1214,2026-08-17 21:15:00,FALSE
5359,2027-10-10 12:45:00,FALSE
1765,2027-09-07 05:00:00,FALSE
2948,2026-11-04 23:00:00,FALSE
2595,2025-04-18 21:00:00,TRUE
4083,2026-08-05 04:00:00,FALSE
7689,2025-05-18 13:15:00,TRUE
4740,2027-04-26 01:30:00,FALSE
4808,2026-12-30 01:30:00,FALSE
9431,2027-07-01 06:00:00,FALSE
9931,2025-03-31 07:45:00,TRUE
3984,2027-06-19 15:15:00,FALSE
4196,2027-06-15 00:30:00,FALSE
6030,2025-09-05 04:15:00,TRUE
407,2025-10-09 20:15:00,TRUE
4863,2027-07-19 15:45:00,FALSE
330,2027-03-15 05:45:00,FALSE
7598,2025-09-11 22:45:00,TRUE
6199,2027-01-21 16:00:00,FALSE
8661,2025-09-06 15:00:00,TRUE
9545,2025-02-26 04:15:00,TRUE
2520,2027-03-09 22:30:00,FALSE
6595,2025-05-14 09:00:00,TRUE
5590,2025-10-13 03:00:00,TRUE
8882,2025-03-04 05:15:00,TRUE
8310,2027-12-27 16:45:00,FALSE
9552,2026-08-15 23:15:00,FALSE
2086,2025-08-07 17:30:00,TRUE
1415,2025-11-25 23:00:00,TRUE
2510,2025-09-06 12:15:00,TRUE
5284,2027-06-02 19:30:00,FALSE
9236,2025-12-26 16:30:00,TRUE
3017,2026-02-20 21:00:00,TRUE
2149,2025-06-04 01:15:00,TRUE
2692,2025-02-08 17:15:00,TRUE
7133,2025-01-14 16:00:00,TRUE
8525,2025-05-02 10:45:00,TRUE
502,2026-11-27 04:00:00,FALSE
2458,2025-01-13 17:30:00,TRUE
4980,2025-01-15 04:00:00,TRUE
2425,2025-06-09 21:45:00,TRUE
9188,2026-05-27 00:15:00,FALSE
1168,2025-02-23 01:45:00,TRUE
9627,2025-07-14 07:15:00,TRUE
3215,2025-08-07 14:00:00,TRUE
927,2025-07-15 12:15:00,TRUE
8839,2027-12-06 06:00:00,FALSE
7033,2027-02-10 19:45:00,FALSE
6698,2026-03-21 14:30:00,TRUE
1839,2027-05-02 10:15:00,FALSE
5829,2027-04-23 07:30:00,FALSE
6101,2027-02-04 22:45:00,FALSE
6692,2026-08-01 05:30:00,FALSE
9198,2026-01-23 13:30:00,TRUE
4899,2027-07-16 04:30:00,FALSE
8287,2026-04-20 16:30:00,TRUE
7474,2027-02-01 20:00:00,FALSE
9169,2027-01-01 19:45:00,FALSE
2693,2027-08-25 18:30:00,FALSE
247,2027-04-22 19:30:00,FALSE
6876,2025-01-05 16:30:00,TRUE
8344,2027-12-08 21:15:00,FALSE
1202,2025-03-17 23:30:00,TRUE
4314,2026-06-17 01:00:00,FALSE
3530,2026-09-20 19:15:00,FALSE
9136,2027-05-12 02:15:00,FALSE
1797,2026-03-06 21:30:00,TRUE
4432,2025-09-04 17:30:00,TRUE
7413,2026-05-11 00:00:00,TRUE
1237,2026-09-16 19:00:00,FALSE
3981,2025-12-26 05:30:00,TRUE
9484,2027-05-20 23:45:00,FALSE
8268,2026-07-04 18:00:00,FALSE
5352,2027-07-26 17:00:00,FALSE
1869,2027-09-07 12:15:00,FALSE
5941,2025-05-05 23:00:00,TRUE
170,2027-04-19 07:45:00,FALSE
3642,2027-07-20 11:15:00,FALSE
427,2027-07-29 14:15:00,FALSE
8866,2027-11-03 02:00:00,FALSE
2028,2025-01-27 19:30:00,TRUE
9138,2025-01-29 12:00:00,TRUE
7564,2025-02-13 00:30:00,TRUE
6859,2025-02-14 18:30:00,TRUE
989,2027-04-26 17:30:00,FALSE
4034,2026-04-11 11:00:00,TRUE
401,2026-02-16 17:45:00,TRUE
1930,2026-12-11 08:45:00,FALSE
5014,2025-04-26 23:00:00,TRUE
5934,2026-01-12 04:30:00,TRUE
6536,2025-05-28 14:45:00,TRUE
8008,2025-01-28 11:15:00,TRUE
7040,2026-07-23 05:45:00,FALSE
7995,2025-05-26 19:30:00,TRUE
8599,2025-01-25 15:45:00,TRUE
309,2025-02-01 12:30:00,TRUE
3655,2027-04-25 18:00:00,FALSE
7311,2027-12-15 20:15:00,FALSE
