location_id,trip_id,start_time,description,address
5674,43656,2025-02-12 15:30:00,Sunset photography,"7850 Ingram Villages, South Christineshire, PW 66676"
5708,38881,2025-09-10 19:15:00,Мастер-класс по кулинарии,"814 Pacheco Junctions, Nicoletown, MI 88739"
9960,23790,2025-12-11 08:45:00,Концерт под открытым небом,"18899 Thomas Crossroad, Adamburgh, WI 77233"
2986,34660,2025-05-25 22:30:00,Посещение музея,"35384 Christopher Mills Suite 662, East Paul, LA 54810"
1990,34656,2025-06-04 22:00:00,Sightseeing tour,"2542 Hill Brook Apt. 336, Adamview, NV 29758"
6451,27781,2026-06-16 02:15:00,Концерт под открытым небом,"594 Phelps Plains Suite 077, West Marie, AZ 15106"
3893,27662,2025-02-14 22:15:00,Mountain hike,"8550 Joseph Road, Petersonmouth, OH 05594"
4231,28440,2027-08-15 11:15:00,Катание на лодке,"716 Allen Hollow Apt. 233, Lake Robin, DC 33352"
8809,1279,2025-07-24 13:15:00,Посещение рынка,"32501 Nichols Stream Suite 235, Kevinshire, ME 17214"
696,28294,2026-02-09 19:00:00,Посещение рынка,"434 Morgan Haven, Smithshire, FL 93913"
2008,5547,2026-03-16 21:15:00,Фотосессия на закате,"604 Anthony Mill Apt. 697, Garciaville, VI 04027"
8103,6257,2025-01-09 16:15:00,Sunset photography,"8503 Harris Course Suite 899, Bullockstad, VA 43919"
4317,21208,2025-11-05 01:00:00,Горный поход,"79727 Sandra Knoll, Port Juliaburgh, MN 78066"
3951,1644,2027-12-20 15:45:00,Фотосессия на закате,"18425 Perry Square Apt. 071, Cherylshire, CA 92277"
9728,29872,2025-10-16 08:00:00,Sightseeing tour,"91448 Maureen Lock, South Mary, OR 50224"
6095,2260,2027-08-04 03:30:00,Обзорная экскурсия,"766 Sheila Inlet, Lake Nicole, TN 81834"
9747,9963,2026-04-15 00:00:00,Горный поход,"473 Jennifer Wells Suite 077, South Timothy, NM 70109"
68,45952,2026-06-13 17:45:00,Катание на лодке,"88306 Emily Lodge Suite 131, Lake Anthony, NJ 94277"
3718,49651,2026-06-10 22:15:00,Museum visit,"113 Edwards Forges Apt. 466, Robertmouth, PA 05715"
9753,43461,2026-10-25 10:15:00,Sightseeing tour,"723 Heather Vista, Villanuevaton, IL 92235"
241,43770,2026-10-01 06:00:00,Food tasting,"28603 Melissa Heights Suite 446, North Ronaldmouth, NV 42838"
644,47313,2025-02-07 05:30:00,Обзорная экскурсия,"3345 Ashley Drive Suite 202, Reyesville, KY 46790"
7808,43913,2025-12-25 07:30:00,Museum visit,"6395 Brian Tunnel Apt. 025, South Veronica, AK 12859"
3790,22563,2027-10-05 18:15:00,Boat ride,"13794 Brad Ford Suite 418, North Christophermouth, WY 35767"
7432,3386,2026-08-29 15:45:00,Фотосессия на закате,"5501 Garner Road, Tammyberg, NH 46130"
4760,15462,2027-01-13 13:45:00,Boat ride,"6672 Jessica Circles, Lake Kimberlymouth, MP 18054"
9414,39515,2026-12-02 17:00:00,Концерт под открытым небом,"320 Smith Tunnel Apt. 966, Thorntontown, MD 49857"
1969,17695,2027-09-06 02:15:00,Пешая прогулка,"703 Ray Garden Apt. 553, New Joseph, OH 97545"
7588,41713,2026-04-16 06:15:00,Катание на лодке,"612 Reese Spring, West Devin, RI 32735"
7285,8551,2027-11-18 20:45:00,Мастер-класс по кулинарии,"970 Meadows Corners, North Adrian, CA 35186"
9636,21534,2025-11-29 04:30:00,Катание на лодке,"119 Brian Course Apt. 797, North Mary, VA 84431"
7542,37936,2027-01-28 11:15:00,Open air concert,"5689 Ronald Springs, West James, CA 28061"
573,39058,2027-01-08 04:30:00,Посещение музея,"039 Crawford Forges, South Charles, AK 44232"
9067,11118,2027-12-22 14:30:00,Обзорная экскурсия,"80968 Rachel River Suite 474, New John, GU 99755"
3092,30796,2026-08-09 07:45:00,Cooking class,"155 Tracy Canyon, New Anna, IN 88411"
3888,11282,2025-01-19 19:15:00,Пешая прогулка,"263 Bruce Highway, Nathanport, OK 25795"
4945,40510,2025-02-26 08:15:00,Посещение музея,"719 Brett Plains, Raymondberg, WV 18984"
4039,5090,2025-09-24 07:00:00,Дегустация местной кухни,"65345 Torres Island, Maryburgh, TN 17905"
1796,31730,2026-06-13 09:45:00,Food tasting,"Unit 7646 Box 6898, DPO AE 95701"
3721,6421,2027-01-24 21:15:00,Катание на лодке,"274 Fowler Union, Richport, MD 08653"
3044,42080,2026-05-12 14:00:00,Обзорная экскурсия,"1564 Lee Trace, East Hunter, HI 57785"
1801,26575,2026-08-29 03:30:00,Sunset photography,"17644 Jessica Loop Suite 329, Jasonhaven, MT 64019"
1675,43981,2026-03-16 09:30:00,Cooking class,"Unit 5556 Box 1511, DPO AA 86248"
304,48222,2027-08-07 19:00:00,Open air concert,"198 Allen Wall Suite 010, Lake Troy, IN 92795"
8518,14120,2027-03-13 11:00:00,Концерт под открытым небом,"USS Luna, FPO AA 30046"
4836,31359,2026-06-03 15:30:00,Обзорная экскурсия,"4582 Daniel Port, North Amberview, NY 43726"
5187,8762,2027-12-01 12:30:00,Food tasting,"83715 Michael Station, Ronaldfort, SC 91815"
712,49814,2027-05-25 17:15:00,Катание на лодке,"940 Steven Mission Suite 720, East Daisyfurt, CO 42636"
8432,18192,2027-05-10 21:45:00,Фотосессия на закате,"957 Colleen Ports Apt. 221, Gonzalezville, NV 45471"
3322,4711,2025-09-11 18:30:00,Boat ride,"429 Lopez Gardens Apt. 146, West Autumnshire, AR 43293"
8350,49080,2025-10-20 03:15:00,Open air concert,"USCGC Lewis, FPO AA 11426"
4157,34154,2025-07-10 04:45:00,Open air concert,"8946 Richard Oval, South Ashley, DC 71927"
9249,34183,2027-08-24 11:15:00,Пешая прогулка,"4865 Melissa Route, Robertton, GA 00899"
7163,22073,2026-05-15 12:00:00,Local market visit,"713 Kyle Fall, Blevinsport, PA 38405"
1033,31889,2026-07-28 00:30:00,Пешая прогулка,"80578 Andrea Fork, Laurenberg, MP 57053"
6058,7628,2027-03-26 00:30:00,Фотосессия на закате,"729 Wilson Light Suite 974, South Judyborough, PA 49595"
2186,31971,2026-11-19 09:15:00,Mountain hike,"52799 Williamson Plain, New Brianmouth, AR 56015"
1547,32547,2027-09-05 00:00:00,Обзорная экскурсия,"PSC 8974, Box 4404, APO AP 42068"
7637,29231,2027-03-22 19:45:00,Фотосессия на закате,"707 Katherine Forks Apt. 007, Johnsonbury, CO 43303"
4264,13370,2025-01-11 08:45:00,Museum visit,"80446 John Crest, South Patriciashire, VI 29843"
415,34984,2027-02-03 19:15:00,Обзорная экскурсия,"165 Ashley Run, Port Christina, ND 18132"
8051,24442,2025-01-01 23:00:00,Boat ride,"1962 Billy Station Suite 699, Port Ariana, CA 78931"
5769,23557,2026-01-31 23:00:00,Обзорная экскурсия,"88723 Joel Fords Suite 152, Josephport, OR 55963"
5606,24066,2027-12-10 05:30:00,Boat ride,"875 Adriana Shore, Stewartmouth, ND 84465"
3026,19718,2027-04-08 00:00:00,Посещение музея,"PSC 2042, Box 9450, APO AA 77806"
1614,16101,2027-12-11 20:30:00,Дегустация местной кухни,"40063 Ross Crossing, Wheelerville, FM 32070"
9917,8377,2025-07-15 02:30:00,Boat ride,"Unit 1074 Box 1682, DPO AA 58492"
3328,3126,2027-04-17 02:00:00,City walk,"87450 Michael Square Apt. 877, Jessicabury, MH 41426"
9961,37806,2027-08-07 03:30:00,Концерт под открытым небом,"2043 Freeman Pine Suite 157, Lisastad, AZ 45364"
2090,19381,2027-08-21 13:00:00,Горный поход,"828 Barry Estate Suite 767, North Jenny, MO 19213"
3070,45640,2025-04-10 20:00:00,Local market visit,"5909 Micheal Park, Benderchester, CA 56019"
9283,13280,2026-05-15 16:00:00,Sightseeing tour,"Unit 2785 Box 4790, DPO AP 23200"
8981,10165,2027-12-07 16:45:00,Sunset photography,"882 Rachel Glens Suite 413, Goodwinmouth, OR 57101"
8361,19957,2026-05-05 22:15:00,Мастер-класс по кулинарии,"00657 Garrett Port, Lake Samantha, IN 30673"
6857,755,2026-03-24 14:15:00,Пешая прогулка,"37752 John Dale, Amymouth, RI 20192"
9104,30589,2025-06-14 15:15:00,Sunset photography,"073 Mccarty Path Apt. 845, Gutierrezland, OK 75822"
7181,39388,2026-02-23 20:45:00,Food tasting,"3480 Christopher Turnpike Apt. 443, New Donna, HI 10686"
6168,28448,2025-06-11 04:45:00,Концерт под открытым небом,"5062 Julie Crest, Lake Amymouth, PA 37582"
1549,38381,2025-09-23 23:45:00,Food tasting,"86181 Sarah Cliff Apt. 906, West Julie, NJ 45444"
815,21371,2027-04-16 07:15:00,Концерт под открытым небом,"155 Mary Stravenue, South Stacy, UT 07442"
5930,15421,2027-07-30 16:15:00,Фотосессия на закате,"17624 Vasquez Overpass, Gonzalezmouth, PR 33827"
8378,33314,2026-09-10 07:45:00,Museum visit,"1094 Daniel Tunnel Apt. 836, West Johnberg, VA 79599"
3854,33520,2025-03-03 13:00:00,Посещение музея,"Unit 9680 Box 3416, DPO AP 76660"
2188,21151,2025-09-13 01:00:00,Museum visit,"28966 Sherry Creek, East Gregoryhaven, MP 64379"
8968,11775,2027-08-21 16:15:00,Фотосессия на закате,"570 Erika Shore Suite 550, New Sherryville, FM 98723"
952,37032,2025-02-07 03:30:00,Обзорная экскурсия,"4443 Glover Mill, Port Walter, ND 60188"
7821,47899,2026-01-12 02:45:00,Катание на лодке,"PSC 7871, Box 5750, APO AE 32963"
5932,45070,2026-07-22 16:15:00,Open air concert,"02641 Hernandez Place, Margarettown, VI 82887"
2081,17460,2026-02-17 03:15:00,Cooking class,"7798 Joyce Meadows Suite 725, Port Jessica, WI 07946"
1604,8877,2026-02-06 17:00:00,Посещение музея,"38291 Reed Drive, Roblesstad, NJ 38142"
2623,29298,2026-10-03 22:00:00,Sightseeing tour,"55917 Moore Prairie Suite 139, Jonesbury, OK 79551"
4591,45500,2026-11-23 21:45:00,Food tasting,"USNV Villanueva, FPO AA 72982"
6591,46575,2026-06-18 04:30:00,Cooking class,"56852 Hurst Fords Apt. 994, Ortizstad, TX 33386"
6382,28613,2027-11-16 03:15:00,Пешая прогулка,"0974 Wright Valley Suite 400, Cassandrafurt, AZ 97668"
504,18624,2026-08-28 16:00:00,Boat ride,"8264 Rogers Ramp, Danielburgh, ME 65710"
7606,19309,2025-06-05 20:45:00,City walk,"38901 Jennifer Mission, West Howardport, KS 98629"
7530,18673,2025-08-02 14:00:00,Обзорная экскурсия,"933 Wilson Garden, Nguyenfort, KS 07531"
9375,42442,2026-08-06 05:15:00,Пешая прогулка,"445 Sampson Manors, Abigailborough, MT 77973"
9955,45252,2027-07-22 01:45:00,Cooking class,"Unit 3677 Box 5067, DPO AE 86160"
634,6270,2026-09-14 03:15:00,Катание на лодке,"963 Frederick Ports Suite 485, New Stevenberg, SC 61750"
51,31317,2027-08-24 21:15:00,Обзорная экскурсия,"48253 Adams Prairie, North Timothymouth, MP 66358"
5600,36242,2026-05-16 18:00:00,Sightseeing tour,"5816 Samantha Square Suite 013, New Debbie, OH 87934"
1305,16400,2025-11-09 15:30:00,Катание на лодке,"0796 Harvey Center Apt. 995, New Melissastad, UT 58095"
906,31887,2026-08-27 03:45:00,Boat ride,"97630 Kenneth Vista Apt. 330, Port Laurenberg, SC 76563"
5974,10367,2027-04-30 02:30:00,Дегустация местной кухни,"32956 Rachel Pike, Wrightville, OK 19408"
101,23765,2027-03-14 01:45:00,Концерт под открытым небом,"PSC 9876, Box 0786, APO AE 82524"
7649,9427,2026-04-11 12:00:00,Boat ride,"59641 Bryan Rapids, Aaronbury, PR 61568"
8929,16694,2027-09-10 19:30:00,Local market visit,"97728 Andrea Cove, North Jennifer, WY 77591"
7772,43845,2025-06-12 12:00:00,Museum visit,"55661 Castillo Drive, Lake Ashleyfort, ND 67106"
2857,7337,2025-10-02 09:15:00,Фотосессия на закате,"26009 Turner Station Suite 853, Ortizhaven, ND 63769"
9061,49899,2026-04-13 01:15:00,Sightseeing tour,"41627 Christensen Terrace Suite 651, South Sylvia, PW 50415"
343,31533,2025-12-10 20:45:00,Mountain hike,"7985 Landry Course Suite 549, Clarkbury, MN 53188"
6809,6278,2026-12-25 10:30:00,Мастер-класс по кулинарии,"USS Tucker, FPO AE 23233"
838,41491,2027-12-31 09:45:00,Мастер-класс по кулинарии,"5824 Travis Track Apt. 580, New Robert, SD 22158"
6651,48707,2025-09-19 16:30:00,Концерт под открытым небом,"70732 Matthew Spur, Thomaschester, GU 39850"
9852,7706,2025-04-08 05:00:00,Посещение музея,"08502 Gordon Station, Lisafort, MD 88380"
3339,27715,2026-02-16 03:15:00,Пешая прогулка,"50813 Adam Underpass, Coryhaven, MO 19916"
834,43595,2026-12-30 15:30:00,Фотосессия на закате,"858 Reilly Ridge, South Thomas, NV 16542"
1580,10161,2025-04-06 02:15:00,Open air concert,"3515 Jillian Motorway, Bishopstad, NV 38230"
7178,15758,2026-08-02 18:45:00,Food tasting,"017 Robinson River Apt. 348, Port Alec, VA 99416"
89,40166,2025-02-18 04:00:00,Катание на лодке,"18358 Nathan Mill, North James, ME 05933"
5204,29873,2027-06-05 16:00:00,Пешая прогулка,"55120 Gonzalez Camp, Brentchester, ME 44637"
5986,43795,2027-02-08 03:45:00,Sunset photography,"84022 Doris Loop, East Amandafort, NM 64861"
525,3394,2027-08-09 13:00:00,Mountain hike,"96330 Cowan Corner Apt. 887, Donaldland, WY 98588"
4399,34202,2027-01-23 19:00:00,Горный поход,"89660 Thornton Groves, Port Sandra, CA 48963"
2941,43002,2025-11-19 20:30:00,Mountain hike,"98842 Collins Station Apt. 385, Swansontown, IA 98229"
2383,27073,2027-10-27 12:45:00,Обзорная экскурсия,"USNV Mckinney, FPO AA 95783"
6598,30565,2026-10-26 03:30:00,Mountain hike,"Unit 8143 Box 5386, DPO AE 05996"
7835,33632,2026-03-01 22:30:00,Посещение рынка,"PSC 8818, Box 6661, APO AP 10762"
1877,28017,2027-02-14 15:00:00,Cooking class,"PSC 0220, Box 8153, APO AE 72547"
8873,31410,2025-06-27 06:00:00,City walk,"330 Gutierrez Station Apt. 798, Tamaraville, RI 56802"
5481,28503,2026-12-01 03:45:00,Горный поход,"9333 Cathy Haven Suite 259, East Heather, TN 52137"
8109,24589,2027-07-06 09:45:00,Open air concert,"671 Chad Shore Apt. 768, Bairdside, SD 46895"
7681,37028,2026-01-19 05:00:00,Open air concert,"1599 Day Prairie Apt. 859, Nunezhaven, TN 68940"
8724,15494,2026-07-31 21:45:00,Посещение рынка,"19817 Adams Shoal Suite 666, New Kaylaborough, TX 12251"
2625,18821,2025-11-16 20:45:00,Концерт под открытым небом,"PSC 4590, Box 9642, APO AA 68821"
5673,46556,2027-11-09 13:00:00,Дегустация местной кухни,"8059 Keith Route, Port Danaburgh, ME 04087"
9004,14123,2025-03-23 00:30:00,City walk,"771 Guzman Skyway, West Donald, FM 36282"
4891,33829,2025-08-28 00:30:00,Посещение рынка,"900 Elizabeth Underpass Apt. 449, Richardberg, IN 23166"
4430,19138,2025-04-05 05:15:00,Фотосессия на закате,"9100 Scott Ridges, New Jamestown, ID 75118"
2939,2960,2026-03-27 13:00:00,Museum visit,"9667 Matthews Track, Gonzalezmouth, ID 37241"
7536,5614,2025-08-07 19:45:00,Open air concert,"09398 Roberts Orchard, Lake Lisachester, GU 72603"
2165,35215,2027-06-05 11:45:00,Mountain hike,"507 Justin Via, Kimberlyview, TN 66030"
1648,37947,2026-03-06 19:30:00,Концерт под открытым небом,"827 Allison Meadows, Cochranborough, AR 84958"
6984,33356,2025-04-09 20:45:00,Open air concert,"683 Berg Meadow, East Marie, NM 90250"
5758,26081,2027-12-17 10:15:00,Мастер-класс по кулинарии,"PSC 3642, Box 5795, APO AA 50650"
9750,26267,2025-10-24 12:00:00,Local market visit,"14345 Harvey Burg Suite 407, Davidville, MS 51397"
3365,44118,2027-07-19 04:30:00,Дегустация местной кухни,"0050 Michael Freeway, Jeffreystad, NJ 95284"
9858,37341,2025-05-14 06:45:00,Boat ride,"00546 Anderson Radial, Robertstad, SC 57925"
2112,42892,2027-05-03 07:00:00,Горный поход,"1170 Don Union Apt. 734, Jenniferstad, NY 82509"
2565,27401,2025-03-17 01:15:00,Посещение рынка,"180 Dustin Walks Suite 337, Sherryshire, IA 11660"
5530,42165,2025-04-11 04:45:00,Local market visit,"00881 Thomas Ridge Suite 618, West Kennethfurt, KS 37196"
5826,37924,2026-10-26 21:30:00,Local market visit,"PSC 4455, Box 8051, APO AA 82484"
9235,30512,2027-11-10 02:00:00,Дегустация местной кухни,"89719 Larry Plains Suite 983, New Stevenville, PA 21808"
9469,42232,2027-09-10 09:00:00,Мастер-класс по кулинарии,"PSC 9147, Box 8019, APO AA 22394"
230,18881,2025-02-04 05:15:00,Горный поход,"070 Sarah Harbor, Davisland, NC 77122"
3411,18037,2025-07-17 02:15:00,Посещение рынка,"1896 Amy Viaduct Suite 086, Robertfort, MN 72702"
9946,36952,2026-11-22 11:45:00,Фотосессия на закате,"63189 Day Groves Apt. 519, East Malik, SC 41304"
7345,9730,2027-09-01 20:15:00,Sunset photography,"15068 Zachary Wall, Sosaside, MI 00851"
4586,40592,2026-09-05 02:00:00,Концерт под открытым небом,"635 James Lakes, Port Donnafort, ME 11487"
1373,18906,2026-11-25 19:15:00,Mountain hike,"672 Leah Turnpike, New Kari, RI 49693"
3342,44706,2027-06-16 18:00:00,Cooking class,"8544 Tammie Squares Suite 253, Hectorland, ND 17887"
1568,8486,2027-11-16 09:45:00,City walk,"Unit 7883 Box 3918, DPO AA 45263"
3781,30802,2026-10-19 20:15:00,Фотосессия на закате,"5496 Donald Lodge, Petersonburgh, AL 62861"
6764,8633,2027-10-02 04:45:00,Фотосессия на закате,"2333 Ashley Brook, Port Karenburgh, DE 77307"
468,21125,2026-07-22 20:15:00,Концерт под открытым небом,"779 Hernandez Burgs Apt. 932, Lake Johntown, NC 23464"
7015,12587,2025-06-19 02:15:00,Катание на лодке,"663 Lisa Divide Apt. 869, Erinton, FL 17108"
3319,46239,2027-07-24 13:00:00,Дегустация местной кухни,"PSC 4030, Box 6094, APO AA 79671"
3168,38540,2025-12-13 10:00:00,Sunset photography,"10012 Lopez Parks, Lake Robertland, NV 56463"
701,46470,2026-02-11 03:45:00,Boat ride,"845 Nicholas Station Suite 270, Christineland, MS 95147"
228,29560,2025-08-12 05:15:00,Посещение музея,"36214 Sarah Dale, East Lynn, PW 44225"
9555,16359,2026-05-06 12:45:00,Дегустация местной кухни,"5848 Rogers Rapid, Spenceburgh, MS 54656"
9867,22628,2027-12-27 18:15:00,Mountain hike,"PSC 4898, Box 6905, APO AP 13820"
7868,27384,2025-09-17 14:00:00,Горный поход,"Unit 7595 Box 6567, DPO AA 26611"
5383,850,2025-10-05 20:15:00,Open air concert,"6417 Luis Mountains, Lake Evelynborough, CT 56663"
6315,26965,2025-08-10 01:15:00,Дегустация местной кухни,"USS Leonard, FPO AE 55055"
6967,43261,2027-12-08 03:45:00,Концерт под открытым небом,"38186 Henry Way Suite 864, Frazierport, NH 86777"
7104,23677,2025-07-13 15:45:00,Sightseeing tour,"48394 Mary Drive, New Maxwell, ID 98187"
6089,47474,2025-10-14 01:00:00,Sunset photography,"653 Gomez Corner, West Adrianton, NV 20809"
7779,44000,2027-10-03 12:30:00,Горный поход,"USNV Smith, FPO AA 99537"
5484,11964,2025-01-26 12:15:00,Cooking class,"6996 Kevin Plaza, East Kaylamouth, AK 26133"
7078,20726,2026-05-19 17:30:00,Museum visit,"90295 Edgar Flats Apt. 638, East Henryport, ME 66269"
9210,46670,2026-08-04 08:00:00,Фотосессия на закате,"215 Shane Groves Apt. 431, New Stephenstad, NE 76629"
3822,39084,2025-01-01 20:30:00,Local market visit,"18082 Jeremy Harbor Apt. 102, Beverlymouth, SD 85866"
1931,802,2025-06-01 20:00:00,Local market visit,"USNV Jordan, FPO AA 19610"
344,47946,2026-04-16 12:00:00,Посещение рынка,"PSC 7260, Box 4899, APO AA 66554"
4561,45336,2027-10-06 10:45:00,Пешая прогулка,"8058 John Streets, North Alexandria, ID 04283"
1145,120,2026-12-24 10:15:00,Open air concert,"3283 Williams Summit, West Keithhaven, KY 02623"
1669,9952,2026-02-11 11:30:00,Катание на лодке,"49318 Wagner Port Apt. 516, Whiteport, MN 79909"
8089,43599,2027-07-07 02:45:00,Mountain hike,"5219 Lewis Island, Kingland, AK 46723"
6546,24928,2025-02-04 01:15:00,Дегустация местной кухни,"874 Patricia Streets Suite 766, Oliviamouth, IA 46557"
1605,35307,2027-09-27 09:15:00,Mountain hike,"1407 Cruz River Suite 523, Williamville, IA 52219"
669,29104,2026-06-14 05:45:00,Open air concert,"9476 Hudson Fields Apt. 081, Stonefurt, CT 73319"
552,13342,2025-03-27 10:45:00,Посещение музея,"570 Makayla Shoals, Heatherhaven, OR 38823"
1439,42064,2026-02-14 04:15:00,Mountain hike,"3522 Myers Mission, West Stevenshire, ND 99455"
7173,12311,2026-04-11 02:00:00,Mountain hike,"Unit 0680 Box 7109, DPO AA 09194"
5202,3320,2025-11-07 02:00:00,Mountain hike,"4793 Sandy Parks Apt. 917, Veronicastad, LA 98464"
1835,45557,2027-11-28 03:30:00,Sunset photography,"6100 Jason Court Apt. 219, West Austin, FM 80542"
114,4686,2026-01-13 05:00:00,Концерт под открытым небом,"6847 Julia Course Suite 439, Nicholsonland, CO 64808"
487,37122,2025-08-14 18:00:00,Sunset photography,"53934 Michael Summit, Wallaceborough, WV 64984"
4810,25735,2026-06-12 14:15:00,Посещение музея,"98977 Stephens Ridges Suite 911, East Brooke, OK 15742"
8457,6712,2027-12-07 17:30:00,Обзорная экскурсия,"4733 Hunt Lights, New Brianfort, NC 41410"
1756,13202,2025-06-17 23:45:00,Open air concert,"6312 Nancy Road, North Annaburgh, FM 31753"
2117,7711,2026-01-03 21:00:00,Sunset photography,"720 Williams Circle Suite 770, North Royport, DE 21246"
2179,47607,2025-10-26 08:45:00,Mountain hike,"345 Natalie Ferry, Marquezville, AK 84380"
7426,30830,2026-10-17 02:45:00,Local market visit,"104 Perry Crescent Apt. 585, Ellenview, OR 80131"
5841,4204,2027-12-23 02:30:00,Катание на лодке,"97709 Ho Village Suite 699, Lake Courtney, MH 74734"
