trip_id,origin,destination,order_index
37077,Москва (SVO),Париж (CDG),1
35449,Лондон (LHR),Нью-Йорк (JFK),1
42677,Екатеринбург,Казань,1
12871,Стамбул (IST),Афины (ATH),1
30142,Москва,Санкт-Петербург,1
5140,Токио (HND),Сеул (ICN),1
25281,Chicago,Miami,1
26324,Париж (CDG),Рим (FCO),1
2423,New York,Los Angeles,1
20193,Москва (SVO),Париж (CDG),1
4518,Краснодар,Сочи,1
103,Лондон (LHR),Нью-Йорк (JFK),1
11456,London,Edinburgh,1
25674,Париж (CDG),Рим (FCO),1
3388,Москва (SVO),Париж (CDG),1
11928,Rome,Milan,1
8664,Москва,Санкт-Петербург,1
46139,Стамбул (IST),Афины (ATH),1
45469,Лондон (LHR),Нью-Йорк (JFK),1
39869,Paris,Lyon,1
28279,Екатеринбург,Казань,1
43488,Rome,Milan,1
12655,Дубай (DXB),Бангкок (BKK),1
34903,Париж (CDG),Рим (FCO),1
42277,Москва,Санкт-Петербург,1
47278,Москва,Санкт-Петербург,1
30083,Chicago,Miami,1
13609,Стамбул (IST),Афины (ATH),1
28618,Новосибирск,Горно-Алтайск,1
33296,London,Edinburgh,1
20587,Frankfurt,Hamburg,1
40057,Chicago,Miami,1
22435,New York,Los Angeles,1
34079,Paris,Lyon,1
11571,Лондон (LHR),Нью-Йорк (JFK),1
19552,Мадрид (MAD),Барселона,1
20255,Стамбул (IST),Афины (ATH),1
13035,Стамбул (IST),Афины (ATH),1
34122,Paris,Lyon,1
5877,Paris,Lyon,1
41870,Краснодар,Сочи,1
36644,Екатеринбург,Казань,1
40034,London,Edinburgh,1
9807,London,Edinburgh,1
7502,Paris,Lyon,1
29377,Дубай (DXB),Бангкок (BKK),1
32596,Chicago,Miami,1
3912,Париж (CDG),Рим (FCO),1
9606,Стамбул (IST),Афины (ATH),1
18268,Москва,Санкт-Петербург,1
8758,Дубай (DXB),Бангкок (BKK),1
2726,Rome,Milan,1
7931,Париж (CDG),Рим (FCO),1
6522,London,Edinburgh,1
11284,Новосибирск,Горно-Алтайск,1
43543,Сингапур (SIN),Бали (DPS),1
41098,Rome,Milan,1
39044,Paris,Lyon,1
24804,Paris,Lyon,1
22408,Мадрид (MAD),Барселона,1
26964,Rome,Milan,1
27626,Сингапур (SIN),Бали (DPS),1
31628,Екатеринбург,Казань,1
27905,Мюнхен,Вена,1
14058,Москва (SVO),Париж (CDG),1
32532,Paris,Lyon,1
7224,Париж (CDG),Рим (FCO),1
42492,Лондон (LHR),Нью-Йорк (JFK),1
36774,Мюнхен,Вена,1
31045,Москва (SVO),Париж (CDG),1
25166,London,Edinburgh,1
24200,Париж (CDG),Рим (FCO),1
45639,Chicago,Miami,1
16244,New York,Los Angeles,1
6223,Москва,Санкт-Петербург,1
23874,New York,Los Angeles,1
36162,Мадрид (MAD),Барселона,1
47634,Новосибирск,Горно-Алтайск,1
33711,Лондон (LHR),Нью-Йорк (JFK),1
8021,Лондон (LHR),Нью-Йорк (JFK),1
13252,Москва (SVO),Париж (CDG),1
17546,Стамбул (IST),Афины (ATH),1
33008,Paris,Lyon,1
28907,Мадрид (MAD),Барселона,1
35995,Chicago,Miami,1
31716,Мадрид (MAD),Барселона,1
21987,Берлин (BER),Амстердам (AMS),1
12300,New York,Los Angeles,1
35298,London,Edinburgh,1
46429,Москва (SVO),Париж (CDG),1
34284,Мадрид (MAD),Барселона,1
15916,Москва (SVO),Париж (CDG),1
44753,Берлин (BER),Амстердам (AMS),1
13627,Rome,Milan,1
17362,Мюнхен,Вена,1
47767,Chicago,Miami,1
32946,London,Edinburgh,1
15906,Мадрид (MAD),Барселона,1
4836,Москва (SVO),Париж (CDG),1
40180,Токио (HND),Сеул (ICN),1
46095,Мадрид (MAD),Барселона,1
37035,Москва (SVO),Париж (CDG),1
2163,Екатеринбург,Казань,1
4121,Новосибирск,Горно-Алтайск,1
41808,Мадрид (MAD),Барселона,1
43933,Токио (HND),Сеул (ICN),1
22317,Новосибирск,Горно-Алтайск,1
4503,Берлин (BER),Амстердам (AMS),1
35166,Paris,Lyon,1
8963,New York,Los Angeles,1
38580,Новосибирск,Горно-Алтайск,1
10442,Сингапур (SIN),Бали (DPS),1
20597,Екатеринбург,Казань,1
44043,London,Edinburgh,1
1615,Новосибирск,Горно-Алтайск,1
42851,Берлин (BER),Амстердам (AMS),1
5503,Новосибирск,Горно-Алтайск,1
38465,Мюнхен,Вена,1
4242,Frankfurt,Hamburg,1
22709,Дубай (DXB),Бангкок (BKK),1
8255,Новосибирск,Горно-Алтайск,1
2241,Frankfurt,Hamburg,1
33927,Новосибирск,Горно-Алтайск,1
17808,Frankfurt,Hamburg,1
16590,Мюнхен,Вена,1
24527,Берлин (BER),Амстердам (AMS),1
29481,Мюнхен,Вена,1
5545,London,Edinburgh,1
11704,Москва,Санкт-Петербург,1
43430,Лондон (LHR),Нью-Йорк (JFK),1
36318,Берлин (BER),Амстердам (AMS),1
46504,Берлин (BER),Амстердам (AMS),1
37492,Стамбул (IST),Афины (ATH),1
76,Москва (SVO),Париж (CDG),1
44047,Стамбул (IST),Афины (ATH),1
35390,London,Edinburgh,1
23752,Сингапур (SIN),Бали (DPS),1
8667,Мадрид (MAD),Барселона,1
30020,London,Edinburgh,1
10031,Токио (HND),Сеул (ICN),1
46434,Дубай (DXB),Бангкок (BKK),1
13112,Токио (HND),Сеул (ICN),1
27549,Новосибирск,Горно-Алтайск,1
42627,Берлин (BER),Амстердам (AMS),1
23537,Сингапур (SIN),Бали (DPS),1
38797,Париж (CDG),Рим (FCO),1
11849,Мюнхен,Вена,1
30170,Париж (CDG),Рим (FCO),1
36467,Мюнхен,Вена,1
12718,Frankfurt,Hamburg,1
14825,Москва,Санкт-Петербург,1
36567,Frankfurt,Hamburg,1
20539,Москва (SVO),Париж (CDG),1
21459,Париж (CDG),Рим (FCO),1
48391,Новосибирск,Горно-Алтайск,1
48852,Лондон (LHR),Нью-Йорк (JFK),1
26573,Дубай (DXB),Бангкок (BKK),1
15316,Frankfurt,Hamburg,1
47954,Краснодар,Сочи,1
31242,New York,Los Angeles,1
2766,London,Edinburgh,1
19128,Краснодар,Сочи,1
3698,Краснодар,Сочи,1
47318,Frankfurt,Hamburg,1
8913,Москва (SVO),Париж (CDG),1
15672,Берлин (BER),Амстердам (AMS),1
31514,Сингапур (SIN),Бали (DPS),1
8072,Токио (HND),Сеул (ICN),1
21494,London,Edinburgh,1
20132,Новосибирск,Горно-Алтайск,1
44175,Москва (SVO),Париж (CDG),1
24173,Лондон (LHR),Нью-Йорк (JFK),1
43352,Дубай (DXB),Бангкок (BKK),1
35882,Краснодар,Сочи,2
42932,Мадрид (MAD),Барселона,1
28983,Стамбул (IST),Афины (ATH),1
13713,Берлин (BER),Амстердам (AMS),1
28507,Москва,Санкт-Петербург,1
12052,Сингапур (SIN),Бали (DPS),1
17657,Екатеринбург,Казань,1
40727,Москва,Санкт-Петербург,1
40757,Токио (HND),Сеул (ICN),1
8924,Берлин (BER),Амстердам (AMS),1
44501,Мюнхен,Вена,1
38633,Краснодар,Сочи,1
35424,Дубай (DXB),Бангкок (BKK),1
9288,New York,Los Angeles,1
46954,Мюнхен,Вена,1
5617,Дубай (DXB),Бангкок (BKK),1
3094,Лондон (LHR),Нью-Йорк (JFK),1
13455,Frankfurt,Hamburg,1
17651,Rome,Milan,1
10877,Сингапур (SIN),Бали (DPS),1
30829,Мюнхен,Вена,1
23902,Мюнхен,Вена,1
5341,Мюнхен,Вена,1
4145,Лондон (LHR),Нью-Йорк (JFK),1
10288,Токио (HND),Сеул (ICN),1
46917,Лондон (LHR),Нью-Йорк (JFK),1
8552,Токио (HND),Сеул (ICN),1
2830,Мадрид (MAD),Барселона,2
16097,Стамбул (IST),Афины (ATH),1
13767,New York,Los Angeles,1
17622,Мюнхен,Вена,1
34262,Новосибирск,Горно-Алтайск,1
33901,Rome,Milan,1
3231,London,Edinburgh,1
14574,Дубай (DXB),Бангкок (BKK),1
24664,Chicago,Miami,1
29706,Мадрид (MAD),Барселона,1
39117,Краснодар,Сочи,1
14733,Paris,Lyon,1
22310,Новосибирск,Горно-Алтайск,1
15209,Chicago,Miami,1
30362,New York,Los Angeles,1
12274,Chicago,Miami,1
37406,Дубай (DXB),Бангкок (BKK),1
45742,London,Edinburgh,1
12114,Chicago,Miami,1
42773,Paris,Lyon,1
47343,Мюнхен,Вена,1
48587,Париж (CDG),Рим (FCO),1
22104,New York,Los Angeles,1
45037,Дубай (DXB),Бангкок (BKK),1
7246,Мюнхен,Вена,1
9761,Краснодар,Сочи,1
210,Москва,Санкт-Петербург,1
19375,Мадрид (MAD),Барселона,1
49136,Лондон (LHR),Нью-Йорк (JFK),1
8006,Сингапур (SIN),Бали (DPS),1
38893,Мюнхен,Вена,1
21181,Москва,Санкт-Петербург,1
19203,Frankfurt,Hamburg,1
6568,Москва (SVO),Париж (CDG),1
23978,Дубай (DXB),Бангкок (BKK),1
48842,Мюнхен,Вена,1
6540,Краснодар,Сочи,1
43165,London,Edinburgh,1
36693,Москва (SVO),Париж (CDG),1
37954,Сингапур (SIN),Бали (DPS),1
47147,Москва,Санкт-Петербург,1
5965,Париж (CDG),Рим (FCO),1
29665,Сингапур (SIN),Бали (DPS),1
1467,Сингапур (SIN),Бали (DPS),1
9749,Лондон (LHR),Нью-Йорк (JFK),1
11815,Токио (HND),Сеул (ICN),1
36052,Токио (HND),Сеул (ICN),1
14268,Мюнхен,Вена,1
33783,Токио (HND),Сеул (ICN),1
20588,Chicago,Miami,1
12530,Париж (CDG),Рим (FCO),1
4989,Москва (SVO),Париж (CDG),1
7706,Москва,Санкт-Петербург,1
36541,Paris,Lyon,1
4540,Стамбул (IST),Афины (ATH),1
21627,Новосибирск,Горно-Алтайск,1
21454,Москва,Санкт-Петербург,1
21502,Москва,Санкт-Петербург,1
44571,Paris,Lyon,1
42056,Москва,Санкт-Петербург,1
2295,Дубай (DXB),Бангкок (BKK),1
1744,Новосибирск,Горно-Алтайск,1
14762,Paris,Lyon,1
8868,Мюнхен,Вена,1
11843,Rome,Milan,1
17970,Сингапур (SIN),Бали (DPS),1
35588,Париж (CDG),Рим (FCO),1
38306,Стамбул (IST),Афины (ATH),1
26837,Стамбул (IST),Афины (ATH),1
11944,Париж (CDG),Рим (FCO),1
48932,Париж (CDG),Рим (FCO),1
26178,Берлин (BER),Амстердам (AMS),1
31465,Новосибирск,Горно-Алтайск,1
15421,Берлин (BER),Амстердам (AMS),1
26779,Сингапур (SIN),Бали (DPS),1
43806,Мюнхен,Вена,1
9958,Москва,Санкт-Петербург,1
20971,Сингапур (SIN),Бали (DPS),1
37247,Мадрид (MAD),Барселона,1
34718,Дубай (DXB),Бангкок (BKK),1
16392,Екатеринбург,Казань,1
39443,Мадрид (MAD),Барселона,1
15830,Сингапур (SIN),Бали (DPS),1
22460,Chicago,Miami,1
5124,Rome,Milan,1
6433,Екатеринбург,Казань,1
34615,Краснодар,Сочи,1
18437,Москва (SVO),Париж (CDG),1
12330,New York,Los Angeles,1
6218,Токио (HND),Сеул (ICN),1
41824,Краснодар,Сочи,1
46285,Мюнхен,Вена,1
6012,London,Edinburgh,1
34770,Лондон (LHR),Нью-Йорк (JFK),1
21912,Лондон (LHR),Нью-Йорк (JFK),1
40158,New York,Los Angeles,1
31352,Екатеринбург,Казань,1
33657,Rome,Milan,1
20014,New York,Los Angeles,1
708,Париж (CDG),Рим (FCO),1
43702,New York,Los Angeles,1
37662,London,Edinburgh,1
10235,Новосибирск,Горно-Алтайск,1
38410,Frankfurt,Hamburg,1
43242,Дубай (DXB),Бангкок (BKK),1
12508,Frankfurt,Hamburg,1
19866,Frankfurt,Hamburg,1
16406,London,Edinburgh,1
30567,Rome,Milan,1
36254,Chicago,Miami,1
25183,Мюнхен,Вена,1
8716,London,Edinburgh,1
35654,Paris,Lyon,1
35997,Мюнхен,Вена,1
36128,Токио (HND),Сеул (ICN),1
3139,New York,Los Angeles,1
35138,Стамбул (IST),Афины (ATH),1
11241,Стамбул (IST),Афины (ATH),1
25807,London,Edinburgh,1
2819,Париж (CDG),Рим (FCO),1
34060,Берлин (BER),Амстердам (AMS),1
36469,Paris,Lyon,1
38852,Краснодар,Сочи,1
3441,London,Edinburgh,1
45505,Екатеринбург,Казань,1
15069,Дубай (DXB),Бангкок (BKK),1
13739,Лондон (LHR),Нью-Йорк (JFK),1
39800,Москва (SVO),Париж (CDG),1
978,Chicago,Miami,1
20815,London,Edinburgh,1
33148,Paris,Lyon,1
34269,New York,Los Angeles,1
43032,Новосибирск,Горно-Алтайск,1
18107,Chicago,Miami,1
42157,Москва (SVO),Париж (CDG),1
47315,Токио (HND),Сеул (ICN),1
49721,Сингапур (SIN),Бали (DPS),1
3232,Париж (CDG),Рим (FCO),1
29177,Стамбул (IST),Афины (ATH),1
29045,Москва,Санкт-Петербург,1
353,Краснодар,Сочи,1
21460,Екатеринбург,Казань,1
12271,Екатеринбург,Казань,1
48819,Берлин (BER),Амстердам (AMS),1
4361,Chicago,Miami,1
26651,Мюнхен,Вена,1
15210,Новосибирск,Горно-Алтайск,1
14929,Мадрид (MAD),Барселона,1
24042,Paris,Lyon,1
32017,Краснодар,Сочи,1
49666,Екатеринбург,Казань,1
22741,Rome,Milan,1
26912,Москва (SVO),Париж (CDG),1
1022,Дубай (DXB),Бангкок (BKK),1
30203,Rome,Milan,1
37826,Paris,Lyon,1
11128,Москва (SVO),Париж (CDG),1
25030,Париж (CDG),Рим (FCO),1
27971,Мадрид (MAD),Барселона,1
31121,Лондон (LHR),Нью-Йорк (JFK),1
14647,Стамбул (IST),Афины (ATH),1
9766,Мюнхен,Вена,1
42726,Екатеринбург,Казань,1
30253,Сингапур (SIN),Бали (DPS),1
1867,Лондон (LHR),Нью-Йорк (JFK),1
121,Frankfurt,Hamburg,1
33441,London,Edinburgh,1
42669,Rome,Milan,1
30304,Берлин (BER),Амстердам (AMS),1
7591,Paris,Lyon,1
30363,Дубай (DXB),Бангкок (BKK),1
30173,Краснодар,Сочи,1
22831,Новосибирск,Горно-Алтайск,1
3923,Москва (SVO),Париж (CDG),1
17555,Екатеринбург,Казань,1
40655,Берлин (BER),Амстердам (AMS),1
19005,Москва (SVO),Париж (CDG),1
46003,Стамбул (IST),Афины (ATH),1
42137,Дубай (DXB),Бангкок (BKK),1
829,Мюнхен,Вена,1
21364,Стамбул (IST),Афины (ATH),1
27865,New York,Los Angeles,1
36482,Париж (CDG),Рим (FCO),1
29578,Краснодар,Сочи,1
26793,Мадрид (MAD),Барселона,1
48077,Сингапур (SIN),Бали (DPS),1
46876,Берлин (BER),Амстердам (AMS),1
44422,Frankfurt,Hamburg,1
37207,Мадрид (MAD),Барселона,1
46284,Chicago,Miami,1
3878,Москва,Санкт-Петербург,1
18755,Сингапур (SIN),Бали (DPS),1
31172,Дубай (DXB),Бангкок (BKK),1
49571,Frankfurt,Hamburg,1
4614,Москва (SVO),Париж (CDG),1
9521,London,Edinburgh,1
37050,Paris,Lyon,1
11630,Москва,Санкт-Петербург,1
48427,Москва (SVO),Париж (CDG),1
7610,Дубай (DXB),Бангкок (BKK),1
2171,Дубай (DXB),Бангкок (BKK),1
13029,London,Edinburgh,1
30673,Москва,Санкт-Петербург,1
23296,Стамбул (IST),Афины (ATH),1
8962,Париж (CDG),Рим (FCO),1
25176,New York,Los Angeles,1
23036,Rome,Milan,1
21813,Москва (SVO),Париж (CDG),1
48536,Chicago,Miami,1
20669,Москва,Санкт-Петербург,1
8571,London,Edinburgh,1
22568,Rome,Milan,1
42719,Chicago,Miami,1
7333,Берлин (BER),Амстердам (AMS),1
19256,Берлин (BER),Амстердам (AMS),1
7304,Екатеринбург,Казань,1
6865,Мюнхен,Вена,1
34324,Paris,Lyon,1
22694,Стамбул (IST),Афины (ATH),1
26639,Краснодар,Сочи,1
44863,Frankfurt,Hamburg,1
27723,New York,Los Angeles,1
26376,New York,Los Angeles,1
1502,London,Edinburgh,1
293,Москва,Санкт-Петербург,1
24598,Мадрид (MAD),Барселона,1
15502,London,Edinburgh,1
33759,Лондон (LHR),Нью-Йорк (JFK),1
11011,Лондон (LHR),Нью-Йорк (JFK),1
30408,London,Edinburgh,1
12711,Chicago,Miami,1
9544,London,Edinburgh,1
12026,Париж (CDG),Рим (FCO),1
46014,Мадрид (MAD),Барселона,1
43684,Краснодар,Сочи,1
12161,Токио (HND),Сеул (ICN),1
39418,Токио (HND),Сеул (ICN),1
44757,Сингапур (SIN),Бали (DPS),1
23473,Paris,Lyon,1
28858,Сингапур (SIN),Бали (DPS),1
25767,Frankfurt,Hamburg,1
16070,Екатеринбург,Казань,1
48290,Paris,Lyon,1
15352,Екатеринбург,Казань,1
2439,London,Edinburgh,1
49872,Краснодар,Сочи,1
20299,Стамбул (IST),Афины (ATH),1
2997,Берлин (BER),Амстердам (AMS),1
11159,Стамбул (IST),Афины (ATH),1
29558,Стамбул (IST),Афины (ATH),1
23841,Москва,Санкт-Петербург,1
21223,Мюнхен,Вена,1
22277,Rome,Milan,1
14145,Мадрид (MAD),Барселона,1
10307,Сингапур (SIN),Бали (DPS),1
15552,Rome,Milan,1
18324,Москва,Санкт-Петербург,1
24143,Paris,Lyon,1
19567,Екатеринбург,Казань,1
41080,Париж (CDG),Рим (FCO),1
49403,Сингапур (SIN),Бали (DPS),1
6854,Новосибирск,Горно-Алтайск,1
42656,Берлин (BER),Амстердам (AMS),1
15491,Paris,Lyon,1
13030,Rome,Milan,1
42226,Мадрид (MAD),Барселона,1
14056,London,Edinburgh,1
30643,Екатеринбург,Казань,1
31406,Сингапур (SIN),Бали (DPS),1
28187,Краснодар,Сочи,1
519,Берлин (BER),Амстердам (AMS),1
684,Frankfurt,Hamburg,1
24280,Дубай (DXB),Бангкок (BKK),1
37030,Лондон (LHR),Нью-Йорк (JFK),1
42026,Дубай (DXB),Бангкок (BKK),1
